ID	Gene Symbol	Gene Name	GB_ACC	SPOT_ID
WAN00894H_at	NA	WAN00894H 10599B-B04		WAN00894H_at
WAN00894J_at	ZMPSTE24	"Zinc metallopeptidase (STE24 homolog, yeast)"		WAN00894J_at
WAN00894K_at	UCHL5	Ubiquitin carboxyl-terminal hydrolase L5		WAN00894K_at
WAN00894P_at	GART	"Phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"		WAN00894P_at
WAN00894Q_at	NA	WAN00894Q 10599B-A02		WAN00894Q_at
WAN00895F_at	NA	WAN00895F 10599C-F05		WAN00895F_at
WAN00895G_at	NA	WAN00895G 10599C-F03		WAN00895G_at
WAN00895H_at	NA	WAN00895H 10599C-F02		WAN00895H_at
WAN00895I_x_at	NA	WAN00895I 10599C-E12		WAN00895I_x_at
WAN00895K_at	Rpl23	Ribosomal protein L23		WAN00895K_at
WAN00895L_at	NA	WAN00895L 10599C-E08		WAN00895L_at
WAN00895O_at	1110015K06Rik	RIKEN cDNA 1110015K06 gene		WAN00895O_at
WAN00895Q_x_at	NA	WAN00895Q 10599C-E01		WAN00895Q_x_at
WAN00895S_at	LRRC59	Leucine rich repeat containing 59		WAN00895S_at
WAN00895U_at	NA	WAN00895U 10599C-D08		WAN00895U_at
WAN00895V_x_at	NA	WAN00895V 10599C-D06		WAN00895V_x_at
WAN00895W_x_at	NA	WAN00895W 10599C-D05		WAN00895W_x_at
WAN00895Y_f_at	NA	WAN00895Y 10599C-D03		WAN00895Y_f_at
WAN00895Z_at	SNAP29	"Synaptosomal-associated protein, 29kDa"		WAN00895Z_at
WAN008966_at	EIF2AK1	Eukaryotic translation initiation factor 2-alpha kinase 1		WAN008966_at
WAN008968_at	PPP4R1	"Protein phosphatase 4, regulatory subunit 1"		WAN008968_at
WAN00896E_at	NA	WAN00896E 10599C-A12		WAN00896E_at
WAN00896F_at	TUBGCP5	"Tubulin, gamma complex associated protein 5"		WAN00896F_at
WAN00896G_at	NA	WAN00896G 10599C-A09		WAN00896G_at
WAN00896H_at	NA	WAN00896H 10599C-A07		WAN00896H_at
WAN00896K_at	NA	WAN00896K 10599C-A03		WAN00896K_at
WAN00896L_f_at	NA	WAN00896L 10599C-A02		WAN00896L_f_at
WAN00896M_at	PTP4A2	"Protein tyrosine phosphatase type IVA, member 2"		WAN00896M_at
WAN008BNE_x_at	NA	WAN008BNE 11233D-H09		WAN008BNE_x_at
WAN008BNG_at	LRRC28	Leucine rich repeat containing 28		WAN008BNG_at
WAN008BNI_at	NA	WAN008BNI 11233D-H02		WAN008BNI_at
WAN008BNO_at	2810025M15Rik	RIKEN cDNA 2810025M15 gene		WAN008BNO_at
WAN008BNS_at	CDK6	Cyclin-dependent kinase 6		WAN008BNS_at
WAN008BNU_f_at	NA	WAN008BNU 11233D-F07		WAN008BNU_f_at
WAN008BNU_x_at	NA	WAN008BNU 11233D-F07		WAN008BNU_x_at
WAN008BNY_at	NSMCE1	Non-SMC element 1 homolog (S. cerevisiae)		WAN008BNY_at
WAN008BO2_at	VCPIP1	Valosin containing protein (p97)/p47 complex interacting protein 1		WAN008BO2_at
WAN008BO4_at	NA	WAN008BO4 11233D-E01		WAN008BO4_at
WAN008BO6_at	NA	RC WAN008BO6 11233D-D10		WAN008BO6_at
WAN008BO6-rc_x_at	NA	WAN008BO6 11233D-D10		WAN008BO6-rc_x_at
WAN008BOE_at	CSNK1G2	"Casein kinase 1, gamma 2"		WAN008BOE_at
WAN008BOI_at	NA	WAN008BOI 11233D-B12		WAN008BOI_at
WAN008BOM_at	NA	WAN008BOM 11233D-B03		WAN008BOM_at
WAN008BOQ_at	Zfp13	Zinc finger protein 13		WAN008BOQ_at
WAN008BQR_at	RASA1	RAS p21 protein activator (GTPase activating protein) 1		WAN008BQR_at
WAN008BQS_at	NFATC3	"Nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3"		WAN008BQS_at
WAN008BQT_x_at	KIDINS220	Kinase D-interacting substance of 220 kDa		WAN008BQT_x_at
WAN008BQU_at	C330023M02Rik	RIKEN cDNA C330023M02 gene		WAN008BQU_at
WAN008BQX_x_at	PHC2	Polyhomeotic-like 2 (Drosophila)		WAN008BQX_x_at
WAN008BQY_at	PFKFB4	"6-phosphofructo-2-kinase/fructose-2, 6-biphosphatase 4"		WAN008BQY_at
WAN008BQZ_at	KCTD7	Potassium channel tetramerisation domain containing 7		WAN008BQZ_at
WAN008BR0_at	GOT2	"Glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)"		WAN008BR0_at
WAN008BR4_at	NA	WAN008BR4 11231C-G09		WAN008BR4_at
WAN008BR5_at	RCBTB2	Regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2		WAN008BR5_at
WAN008BR6_at	NA	WAN008BR6 11231C-G06		WAN008BR6_at
WAN008BR7_at	KLF10	Kruppel-like factor 10		WAN008BR7_at
WAN008BR8_at	NA	WAN008BR8 11231C-G04		WAN008BR8_at
WAN008BR9_at	NFKB2	Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)		WAN008BR9_at
WAN008BRC_at	Thumpd3	THUMP domain containing 3		WAN008BRC_at
WAN008BRD_at	NFKB1	Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 (p105)		WAN008BRD_at
WAN008BRH_at	NA	WAN008BRH 11231C-F06		WAN008BRH_at
WAN008BRI_at	EXOSC9	Exosome component 9		WAN008BRI_at
WAN008BRJ_x_at	KIAA0494	KIAA0494		WAN008BRJ_x_at
WAN008BRK_at	Tmsb4x	"Thymosin, beta 4, X chromosome"		WAN008BRK_at
WAN008BRL_at	HBS1L	HBS1-like (S. cerevisiae)		WAN008BRL_at
WAN008BRN_at	XRN2	5'-3' exoribonuclease 2		WAN008BRN_at
WAN008BRO_at	NA	WAN008BRO 11231C-E11		WAN008BRO_at
WAN008BRS_at	GPAA1	Glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast)		WAN008BRS_at
WAN008BRU_x_at	NA	WAN008BRU 11231C-E05		WAN008BRU_x_at
WAN008BRV_at	NA	WAN008BRV 11231C-E04		WAN008BRV_at
WAN008BRW_at	NA	WAN008BRW 11231C-E03		WAN008BRW_at
WAN008BRX_at	RETSAT	"Retinol saturase (all-trans-retinol 13,14-reductase)"		WAN008BRX_at
WAN008BRY_x_at	Ash1l	"Ash1 (absent, small, or homeotic)-like (Drosophila)"		WAN008BRY_x_at
WAN008BRZ_at	COMMD7	COMM domain containing 7		WAN008BRZ_at
WAN008BS2_at	PQLC2	PQ loop repeat containing 2		WAN008BS2_at
WAN008BS3_at	NA	WAN008BS3 11231C-D08		WAN008BS3_at
WAN008BS5_at	NA	WAN008BS5 11231C-D06		WAN008BS5_at
WAN008BS8_at	NA	WAN008BS8 11231C-D03		WAN008BS8_at
WAN008BS9_x_at	NA	WAN008BS9 11231C-D02		WAN008BS9_x_at
WAN008BSA-rc_x_at	NA	NA		WAN008BSA-rc_x_at
WAN008BSB_at	NA	WAN008BSB 11231C-C11		WAN008BSB_at
WAN008BSC_at	NRD1	Nardilysin (N-arginine dibasic convertase)		WAN008BSC_at
WAN008BSE_at	WDR43	WD repeat domain 43		WAN008BSE_at
WAN008BSF_x_at	NA	WAN008BSF 11231C-C07		WAN008BSF_x_at
WAN008BSG_x_at	TRAM1	Translocation associated membrane protein 1		WAN008BSG_x_at
WAN008BSH_at	CAT	Catalase		WAN008BSH_at
WAN008BSI_at	NA	WAN008BSI 11231C-C04		WAN008BSI_at
WAN008BSK_at	Ccdc21	Coiled-coil domain containing 21		WAN008BSK_at
WAN008BSL_at	PAK1IP1	PAK1 interacting protein 1		WAN008BSL_at
WAN008BSM_f_at	NA	WAN008BSM 11231C-B12		WAN008BSM_f_at
WAN008BSM_x_at	NA	WAN008BSM 11231C-B12		WAN008BSM_x_at
WAN008BSN_at	NA	WAN008BSN 11231C-B11		WAN008BSN_at
WAN008BSP_x_at	NDFIP1	Nedd4 family interacting protein 1		WAN008BSP_x_at
WAN008BSQ_x_at	NA	WAN008BSQ 11231C-B08		WAN008BSQ_x_at
WAN008BSS_at	ATAD2	"ATPase family, AAA domain containing 2"		WAN008BSS_at
WAN008BST_at	RNF34	Ring finger protein 34		WAN008BST_at
WAN008BSU_at	GJA1	"Gap junction protein, alpha 1, 43kDa (connexin 43)"		WAN008BSU_at
WAN008BSZ_at	YAP1	"Yes-associated protein 1, 65kDa"		WAN008BSZ_at
WAN008BT0_at	NFKBIL1	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1		WAN008BT0_at
WAN008BT3_at	NA	WAN008BT3 11231C-A05		WAN008BT3_at
WAN008BT4_at	NA	WAN008BT4 11231C-A04		WAN008BT4_at
WAN008BT6_at	NVL	Nuclear VCP-like		WAN008BT6_at
WAN008BXU_at	NA	WAN008BXU 10595C-F04		WAN008BXU_at
WAN008BXV_at	Fbxl5	F-box and leucine-rich repeat protein 5		WAN008BXV_at
WAN008C10_at	NA	WAN008C10 10595D-A07		WAN008C10_at
WAN008C42_at	NA	WAN008C42 10596A-E02		WAN008C42_at
WAN008C43_at	PSMD12	"Proteasome (prosome, macropain) 26S subunit, non-ATPase, 12"		WAN008C43_at
WAN008CEF_at	TMOD3	Tropomodulin 3 (ubiquitous)		WAN008CEF_at
WAN008CEW_x_at	NA	RC WAN008CEW 10599B-C10		WAN008CEW_x_at
WAN008CEW-rc_x_at	NA	WAN008CEW 10599B-C10		WAN008CEW-rc_x_at
WAN008CEY_at	NA	RC WAN008CEY 10599B-C08		WAN008CEY_at
WAN008CEY-rc_at	NA	WAN008CEY 10599B-C08		WAN008CEY-rc_at
WAN008CEZ_x_at	NA	WAN008CEZ 10599B-C07		WAN008CEZ_x_at
WAN008CF0_at	NA	WAN008CF0 10599B-C06		WAN008CF0_at
WAN008CF6_at	NA	WAN008CF6 10599B-B08		WAN008CF6_at
WAN008CF7_at	IVNS1ABP	Influenza virus NS1A binding protein		WAN008CF7_at
WAN008CFM_x_at	SYNCRIP	"Synaptotagmin binding, cytoplasmic RNA interacting protein"		WAN008CFM_x_at
WAN008CFV_x_at	NA	WAN008CFV 10599C-G11		WAN008CFV_x_at
WAN008CFX_at	NA	WAN008CFX 10599C-G08		WAN008CFX_at
WAN008CFZ_at	HSBP1	Heat shock factor binding protein 1		WAN008CFZ_at
WAN008CG1-rc_at	GNAQ	"Guanine nucleotide binding protein (G protein), q polypeptide"		WAN008CG1-rc_at
WAN008CG2_at	NA	WAN008CG2 10599C-G01		WAN008CG2_at
WAN008CG3_at	SLC35C1	"Solute carrier family 35, member C1"		WAN008CG3_at
WAN008CG4_at	NA	WAN008CG4 10599C-F11		WAN008CG4_at
WAN008CHG_x_at	NA	WAN008CHG 10599D-H12		WAN008CHG_x_at
WAN008CHH_x_at	NA	WAN008CHH 10599D-H11		WAN008CHH_x_at
WAN008CHJ_x_at	NA	WAN008CHJ 10599D-H09		WAN008CHJ_x_at
WAN008CHL_x_at	NA	RC WAN008CHL 10599D-H07		WAN008CHL_x_at
WAN008CHL-rc_at	NA	WAN008CHL 10599D-H07		WAN008CHL-rc_at
WAN008CHM_at	Cyp2j13	"Cytochrome P450, family 2, subfamily j, polypeptide 13"		WAN008CHM_at
WAN008CHN_at	NA	WAN008CHN 10599D-H04		WAN008CHN_at
WAN008CHO_at	NA	WAN008CHO 10599D-H03		WAN008CHO_at
WAN008CHP_x_at	NA	WAN008CHP 10599D-H02		WAN008CHP_x_at
WAN008CHQ_at	NA	WAN008CHQ 10599D-H01		WAN008CHQ_at
WAN008CHU_at	EIF3S9	"Eukaryotic translation initiation factor 3, subunit 9 eta, 116kDa"		WAN008CHU_at
WAN008CHW_at	NA	WAN008CHW 10599D-G07		WAN008CHW_at
WAN008CHX_at	NA	WAN008CHX 10599D-G06		WAN008CHX_at
WAN008CHY_at	NA	WAN008CHY 10599D-G05		WAN008CHY_at
WAN008CI1_at	NA	WAN008CI1 10599D-G01		WAN008CI1_at
WAN008CI2_at	NA	WAN008CI2 10599D-F12		WAN008CI2_at
WAN008CI3_at	CCNJ	Cyclin J		WAN008CI3_at
WAN008CI5_at	CDC20	CDC20 cell division cycle 20 homolog (S. cerevisiae)		WAN008CI5_at
WAN008CI6_at	NA	WAN008CI6 10599D-F06		WAN008CI6_at
WAN008CI7_at	NA	WAN008CI7 10599D-F03		WAN008CI7_at
WAN008CI8_at	NA	WAN008CI8 10599D-F02		WAN008CI8_at
WAN008CIA_at	EIF1AY	"Eukaryotic translation initiation factor 1A, Y-linked"		WAN008CIA_at
WAN008CIC_at	NA	WAN008CIC 10599D-E08		WAN008CIC_at
WAN008CIE_at	1700034H14Rik	RIKEN cDNA 1700034H14 gene		WAN008CIE_at
WAN008CIF_at	NA	WAN008CIF 10599D-E04		WAN008CIF_at
WAN008CIG_at	NA	WAN008CIG 10599D-E03		WAN008CIG_at
WAN008CII_at	NA	WAN008CII 10599D-E01		WAN008CII_at
WAN008CIK_at	FIGN	Fidgetin		WAN008CIK_at
WAN008CIL_at	NA	WAN008CIL 10599D-D09		WAN008CIL_at
WAN008CIO_x_at	NA	WAN008CIO 10599D-D05		WAN008CIO_x_at
WAN008CIQ_at	HIP1	Huntingtin interacting protein 1		WAN008CIQ_at
WAN008CIU_at	NA	WAN008CIU 10599D-C10		WAN008CIU_at
WAN008CIY_at	NA	WAN008CIY 10599D-C06		WAN008CIY_at
WAN008CJ1_at	PDIA4	"Protein disulfide isomerase family A, member 4"		WAN008CJ1_at
WAN008CJ6_at	NA	WAN008CJ6 10599D-B06		WAN008CJ6_at
WAN008CJ7_x_at	NA	WAN008CJ7 10599D-B05		WAN008CJ7_x_at
WAN008CJ8_x_at	NA	WAN008CJ8 10599D-B04		WAN008CJ8_x_at
WAN008CJ9_x_at	NA	WAN008CJ9 10599D-B03		WAN008CJ9_x_at
WAN008CJA_at	CDC5L	CDC5 cell division cycle 5-like (S. pombe)		WAN008CJA_at
WAN008CJC_at	EIF2S1	"Eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa"		WAN008CJC_at
WAN008CJD_at	HNRPM	Heterogeneous nuclear ribonucleoprotein M		WAN008CJD_at
WAN008CJF_x_at	NA	WAN008CJF 10599D-A04		WAN008CJF_x_at
WAN008CJG_at	EDG2	"Endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 2"		WAN008CJG_at
WAN008CJH_at	NA	WAN008CJH 10599D-A02		WAN008CJH_at
WAN008CJI_at	SFRS2	"Splicing factor, arginine/serine-rich 2"		WAN008CJI_at
WAN008CJK_x_at	NA	WAN008CJK 10600B-H11		WAN008CJK_x_at
WAN008CJM_at	PPP1R10	"Protein phosphatase 1, regulatory subunit 10"		WAN008CJM_at
WAN008CJN_at	NA	WAN008CJN 10600B-H08		WAN008CJN_at
WAN008CJS_at	NA	WAN008CJS 10600B-H02		WAN008CJS_at
WAN008CJT_at	SSR2	"Signal sequence receptor, beta (translocon-associated protein beta)"		WAN008CJT_at
WAN008CJZ_at	PARN	Poly(A)-specific ribonuclease (deadenylation nuclease)		WAN008CJZ_at
WAN008CK1_at	NA	WAN008CK1 10600B-G05		WAN008CK1_at
WAN008CK2_at	Rps6	Ribosomal protein S6		WAN008CK2_at
WAN008CK3_at	NA	WAN008CK3 10600B-G02		WAN008CK3_at
WAN008CK4_at	NA	WAN008CK4 10600B-G01		WAN008CK4_at
WAN008CKA_at	1110002B05Rik	RIKEN cDNA 1110002B05 gene		WAN008CKA_at
WAN008CKB_at	NA	WAN008CKB 10600B-F02		WAN008CKB_at
WAN008CKD_at	NA	WAN008CKD 10600B-E11		WAN008CKD_at
WAN008CKF_at	NA	WAN008CKF 10600B-E08		WAN008CKF_at
WAN008CKG_at	NA	WAN008CKG 10600B-E07		WAN008CKG_at
WAN008CKI_at	NA	WAN008CKI 10600B-E04		WAN008CKI_at
WAN008CKK_at	NA	WAN008CKK 10600B-E01		WAN008CKK_at
WAN008CKT_at	NA	RC WAN008CKT 10600B-C11		WAN008CKT_at
WAN008CKT-rc_at	NA	WAN008CKT 10600B-C11		WAN008CKT-rc_at
WAN008CKZ_at	NA	WAN008CKZ 10600B-C04		WAN008CKZ_at
WAN008CL2_at	XPO6	Exportin 6		WAN008CL2_at
WAN008CL3_at	NA	WAN008CL3 10600B-B09		WAN008CL3_at
WAN008CL4_at	NA	WAN008CL4 10600B-B08		WAN008CL4_at
WAN008CL8_at	NA	WAN008CL8 10600B-B04		WAN008CL8_at
WAN008CL9_at	BATF	"Basic leucine zipper transcription factor, ATF-like"		WAN008CL9_at
WAN008CLB_at	INPP5E	"Inositol polyphosphate-5-phosphatase, 72 kDa"		WAN008CLB_at
WAN008CLI_at	COL5A2	"Collagen, type V, alpha 2"		WAN008CLI_at
WAN008CLJ_at	NA	WAN008CLJ 10600B-A01		WAN008CLJ_at
WAN008CLK_at	RAB6A	"RAB6A, member RAS oncogene family"		WAN008CLK_at
WAN008CLM_at	RGD1562991_predicted	Similar to UCH37-interacting protein 1 (predicted)		WAN008CLM_at
WAN008CLN_at	NA	WAN008CLN 10600C-H07		WAN008CLN_at
WAN008CLP_at	NA	WAN008CLP 10600C-H04		WAN008CLP_at
WAN008CLS_at	HSDL2	Hydroxysteroid dehydrogenase like 2		WAN008CLS_at
WAN008CLU_at	Emp1	Epithelial membrane protein 1		WAN008CLU_at
WAN008CLV_at	NDUFS2	"NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)"		WAN008CLV_at
WAN008CLY_x_at	NA	WAN008CLY 10600C-G04		WAN008CLY_x_at
WAN008CM0_at	NA	WAN008CM0 10600C-G02		WAN008CM0_at
WAN008CM1_x_at	NA	WAN008CM1 10600C-F11		WAN008CM1_x_at
WAN008CM2_at	NA	WAN008CM2 10600C-F10		WAN008CM2_at
WAN008CM7_x_at	NA	WAN008CM7 10600C-F02		WAN008CM7_x_at
WAN008CM8_x_at	NA	WAN008CM8 10600C-E12		WAN008CM8_x_at
WAN008CMA_at	NA	WAN008CMA 10600C-E09		WAN008CMA_at
WAN008CMB_at	IBRDC1	IBR domain containing 1		WAN008CMB_at
WAN008CMC_x_at	MAPRE1	"Microtubule-associated protein, RP/EB family, member 1"		WAN008CMC_x_at
WAN008CMD_at	NA	WAN008CMD 10600C-E04		WAN008CMD_at
WAN008CMF_at	NA	WAN008CMF 10600C-D12		WAN008CMF_at
WAN008CMG_at	NA	WAN008CMG 10600C-D11		WAN008CMG_at
WAN008CML_f_at	NA	WAN008CML 10600C-D03		WAN008CML_f_at
WAN008CMM_at	SF3B2	"Splicing factor 3b, subunit 2, 145kDa"		WAN008CMM_at
WAN008CMN_x_at	OSBPL9	Oxysterol binding protein-like 9		WAN008CMN_x_at
WAN008CMO_x_at	NA	WAN008CMO 10600C-C10		WAN008CMO_x_at
WAN008CMP_at	NA	WAN008CMP 10600C-C09		WAN008CMP_at
WAN008CMQ_x_at	NA	WAN008CMQ 10600C-C08		WAN008CMQ_x_at
WAN008CMS_at	COPS5	COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)		WAN008CMS_at
WAN008CMX_at	NA	WAN008CMX 10600C-C01		WAN008CMX_at
WAN008CN3_at	GPIAP1	GPI-anchored membrane protein 1		WAN008CN3_at
WAN008CN4_at	NA	WAN008CN4 10600C-B03		WAN008CN4_at
WAN008CN8_at	NA	WAN008CN8 10600C-A09		WAN008CN8_at
WAN008CN9_at	NA	WAN008CN9 10600C-A07		WAN008CN9_at
WAN008CNF_x_at	NA	WAN008CNF 10600D-H09		WAN008CNF_x_at
WAN008CNJ_at	NA	WAN008CNJ 10600D-H01		WAN008CNJ_at
WAN008CNK_at	CALR3	Calreticulin 3		WAN008CNK_at
WAN008CNM_at	NA	WAN008CNM 10600D-G10		WAN008CNM_at
WAN008CNN_at	NUDT9	Nudix (nucleoside diphosphate linked moiety X)-type motif 9		WAN008CNN_at
WAN008CNQ_at	NA	WAN008CNQ 10600D-G06		WAN008CNQ_at
WAN008CNR_at	SENP8	SUMO/sentrin specific peptidase family member 8		WAN008CNR_at
WAN008CNV_f_at	NA	WAN008CNV 10600D-G01		WAN008CNV_f_at
WAN008CNV_x_at	NA	WAN008CNV 10600D-G01		WAN008CNV_x_at
WAN008CNY_at	NA	WAN008CNY 10600D-F10		WAN008CNY_at
WAN008CO4_at	NA	WAN008CO4 10600D-E12		WAN008CO4_at
WAN008CO7_at	Zfp622	Zinc finger protein 622		WAN008CO7_at
WAN008COA_s_at	NA	WAN008COA 10600D-E05		WAN008COA_s_at
WAN008COA_x_at	NA	WAN008COA 10600D-E05		WAN008COA_x_at
WAN008COC_at	Cd151	CD151 antigen		WAN008COC_at
WAN008COD_at	NA	WAN008COD 10600D-D11		WAN008COD_at
WAN008COF_at	NA	WAN008COF 10600D-D09		WAN008COF_at
WAN008COI_at	TADA3L	"Transcriptional adaptor 3 (NGG1 homolog, yeast)-like"		WAN008COI_at
WAN008COL_at	RPL29	Ribosomal protein L29		WAN008COL_at
WAN008COS_at	NA	WAN008COS 10600D-C08		WAN008COS_at
WAN008COT_at	NAV3	Neuron navigator 3		WAN008COT_at
WAN008COW_at	LPGAT1	Lysophosphatidylglycerol acyltransferase 1		WAN008COW_at
WAN008COY_at	NA	WAN008COY 10600D-C02		WAN008COY_at
WAN008CP0_x_at	NA	WAN008CP0 10600D-B12		WAN008CP0_x_at
WAN008CP2_at	RANBP6	RAN binding protein 6		WAN008CP2_at
WAN008CP3_at	PSMB7	"Proteasome (prosome, macropain) subunit, beta type, 7"		WAN008CP3_at
WAN008CP4_at	Txndc9	Thioredoxin domain containing 9		WAN008CP4_at
WAN008CP4-rc_at	NA	WAN008CP4 10600D-B05		WAN008CP4-rc_at
WAN008CP6_at	PAXIP1	PAX interacting (with transcription-activation domain) protein 1		WAN008CP6_at
WAN008CP7_x_at	NA	WAN008CP7 10600D-A12		WAN008CP7_x_at
WAN008CPA_at	1200007B05Rik	RIKEN cDNA 1200007B05 gene		WAN008CPA_at
WAN008CPB_at	Ppp1cb	"Protein phosphatase 1, catalytic subunit, beta isoform"		WAN008CPB_at
WAN008CPG_x_at	NA	WAN008CPG 10600D-A01		WAN008CPG_x_at
WAN008CPJ_at	Fdft1	Farnesyl diphosphate farnesyl transferase 1		WAN008CPJ_at
WAN008CPM_x_at	NA	WAN008CPM 10602A-H06		WAN008CPM_x_at
WAN008CPN_at	SEMA3E	"Sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E"		WAN008CPN_at
WAN008CPP_x_at	NA	WAN008CPP 10602A-H03		WAN008CPP_x_at
WAN008CPQ_at	CIRH1A	"Cirrhosis, autosomal recessive 1A (cirhin)"		WAN008CPQ_at
WAN008CPU_at	NA	WAN008CPU 10602A-G09		WAN008CPU_at
WAN008CPV_x_at	NA	WAN008CPV 10602A-G08		WAN008CPV_x_at
WAN008CPX_at	2010003J03Rik	RIKEN cDNA 2010003J03 gene		WAN008CPX_at
WAN008CQ2_at	SCCPDH	Saccharopine dehydrogenase (putative)		WAN008CQ2_at
WAN008CQ3_at	NA	WAN008CQ3 10602A-F10		WAN008CQ3_at
WAN008CQ5_at	NA	WAN008CQ5 10602A-F08		WAN008CQ5_at
WAN008CQ6_at	BC027061	CDNA sequence BC027061		WAN008CQ6_at
WAN008CQ7_at	ROD1	ROD1 regulator of differentiation 1 (S. pombe)		WAN008CQ7_at
WAN008CQ8_at	NA	WAN008CQ8 10602A-F04		WAN008CQ8_at
WAN008CQA_at	PKN2	Protein kinase N2		WAN008CQA_at
WAN008CQD_at	XPO4	Exportin 4		WAN008CQD_at
WAN008CQE_at	NDUFB6	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa"		WAN008CQE_at
WAN008CQG_at	NA	WAN008CQG 10602A-E08		WAN008CQG_at
WAN008CQH_at	FTSJ3	FtsJ homolog 3 (E. coli)		WAN008CQH_at
WAN008CQI_at	GLTSCR2	Glioma tumor suppressor candidate region gene 2		WAN008CQI_at
WAN008CQJ_at	NA	WAN008CQJ 10602A-E05		WAN008CQJ_at
WAN008CQK_at	NA	WAN008CQK 10602A-E04		WAN008CQK_at
WAN008CQL_at	NA	WAN008CQL 10602A-E03		WAN008CQL_at
WAN008CQP_at	AATF	Apoptosis antagonizing transcription factor		WAN008CQP_at
WAN008CQR_at	NA	WAN008CQR 10602A-D06		WAN008CQR_at
WAN008CQU_at	TLN1	Talin 1		WAN008CQU_at
WAN008CQY_at	FBXL11	F-box and leucine-rich repeat protein 11		WAN008CQY_at
WAN008CR2_at	NA	WAN008CR2 10602A-C01		WAN008CR2_at
WAN008CR3_at	SCYL2	SCY1-like 2 (S. cerevisiae)		WAN008CR3_at
WAN008CRA_at	NA	WAN008CRA 10602A-B02		WAN008CRA_at
WAN008CRB_x_at	NA	WAN008CRB 10602A-B01		WAN008CRB_x_at
WAN008CRC_at	ACTR1A	"ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)"		WAN008CRC_at
WAN008CRH_at	NA	WAN008CRH 10602A-A05		WAN008CRH_at
WAN008CRI_at	NA	WAN008CRI 10602A-A04		WAN008CRI_at
WAN008CRL_x_at	WWC2	"WW, C2 and coiled-coil domain containing 2"		WAN008CRL_x_at
WAN008CRO_at	NA	WAN008CRO 10602B-H10		WAN008CRO_at
WAN008CRP_at	TMEM141	Transmembrane protein 141		WAN008CRP_at
WAN008CRQ_at	NA	WAN008CRQ 10602B-H08		WAN008CRQ_at
WAN008CRR_at	MRPL19	Mitochondrial ribosomal protein L19		WAN008CRR_at
WAN008CRS_at	PHC3	Polyhomeotic like 3 (Drosophila)		WAN008CRS_at
WAN008CRT_at	ALG14	Asparagine-linked glycosylation 14 homolog (yeast)		WAN008CRT_at
WAN008CRU_at	NA	WAN008CRU 10602B-H02		WAN008CRU_at
WAN008CRX_at	SNX13	Sorting nexin 13		WAN008CRX_at
WAN008CRY_at	NA	WAN008CRY 10602B-G09		WAN008CRY_at
WAN008CRZ_at	NA	WAN008CRZ 10602B-G08		WAN008CRZ_at
WAN008CS0_at	TMEM103	Transmembrane protein 103		WAN008CS0_at
WAN008CS2_at	VKORC1L1	"Vitamin K epoxide reductase complex, subunit 1-like 1"		WAN008CS2_at
WAN008CS4_at	NA	RC WAN008CS4 10602B-G03		WAN008CS4_at
WAN008CS4-rc_at	NA	WAN008CS4 10602B-G03		WAN008CS4-rc_at
WAN008CS6_at	NA	WAN008CS6 10602B-F12		WAN008CS6_at
WAN008CS7_at	NA	WAN008CS7 10602B-F11		WAN008CS7_at
WAN008CSA_at	HMBOX1	Homeobox containing 1		WAN008CSA_at
WAN008CSB_at	NA	WAN008CSB 10602B-F04		WAN008CSB_at
WAN008CSC_at	GARS	Glycyl-tRNA synthetase		WAN008CSC_at
WAN008CSD_at	NA	WAN008CSD 10602B-F02		WAN008CSD_at
WAN008CSE_at	NA	WAN008CSE 10602B-F01		WAN008CSE_at
WAN008CSF_at	NA	WAN008CSF 10602B-E12		WAN008CSF_at
WAN008CSG_at	Mthfd1	"Methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase"		WAN008CSG_at
WAN008CSH_at	NA	WAN008CSH 10602B-E08		WAN008CSH_at
WAN008CSJ_at	MMAA	Methylmalonic aciduria (cobalamin deficiency) cblA type		WAN008CSJ_at
WAN008CSK_at	NA	WAN008CSK 10602B-E04		WAN008CSK_at
WAN008CSL_at	SF3B2	"Splicing factor 3b, subunit 2, 145kDa"		WAN008CSL_at
WAN008CSN_at	OACT5	O-acyltransferase (membrane bound) domain containing 5		WAN008CSN_at
WAN008CSS_at	SART1	Squamous cell carcinoma antigen recognised by T cells		WAN008CSS_at
